#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:2000026	Regulation of multicellular organismal development	23	1389	0.67	0.93	1.15e-07	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000217386,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000301873,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,TNFRSF1A,FSTL3,OXT,COMP,HGF,IL1B,EPHA1,KIT,LTBP3,LEP,THBS4,FN1,PLXNB2,FASLG,HSPG2,LILRB4,EFEMP1,IL6,TNF,IL10,ADM,PGF
GO:0002682	Regulation of immune system process	23	1438	0.66	0.9	2.00e-07	9606.ENSP00000166139,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000451040,9606.ENSP00000478699,9606.ENSP00000498879	FSTL3,CCN3,MSTN,IL1B,KIT,LEP,ICOSLG,THBS4,FN1,FCAR,VSIG4,MOG,LILRB4,CCL8,NPY,IL6,IL18R1,TNF,IL10,CD200,PGF,TNFRSF9,CD59
GO:0006935	Chemotaxis	15	516	0.92	1.23	2.00e-07	9606.ENSP00000002829,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000309096,9606.ENSP00000317272,9606.ENSP00000333769,9606.ENSP00000352288,9606.ENSP00000378118,9606.ENSP00000385675,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000451040	SEMA3F,HGF,CCN3,IL1B,EPHA1,KIT,B4GAT1,MET,BSG,PLXNB2,CCL8,IL6,IL10,EFNA4,PGF
GO:0030334	Regulation of cell migration	19	927	0.77	1.03	2.00e-07	9606.ENSP00000002829,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000317272,9606.ENSP00000333769,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000371770,9606.ENSP00000378118,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000420298,9606.ENSP00000451040	SEMA3F,HGF,CCN3,MSTN,IL1B,EPHA1,KIT,FGF19,MET,BSG,THBS4,FN1,PLXNB2,FGFBP1,CCL8,IL6,TNF,CD200,PGF
GO:0048523	Negative regulation of cellular process	41	4736	0.39	0.6	2.28e-07	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000306864,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000339477,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000356791,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000363869,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000436607,9606.ENSP00000478699,9606.ENSP00000499459	SEMA3F,TNFRSF1A,FSTL3,OSM,COMP,HGF,FABP4,IL1RN,CCN3,MSTN,IL1B,EPHA1,KIT,FGF19,LTBP3,VASN,WFIKKN2,LEP,MET,IFNLR1,LEPR,ICOSLG,PLXNB2,FASLG,DPT,CHRDL1,HSPG2,VSIG4,FGFBP1,LILRB4,EFEMP1,CCL8,UMOD,NPY,IL6,TNF,IL10,CD200,ADM,TNFRSF9,IL19
GO:0006955	Immune response	22	1321	0.68	0.92	2.30e-07	9606.ENSP00000215781,9606.ENSP00000243924,9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000327824,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000375616,9606.ENSP00000375622,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607,9606.ENSP00000499459	OSM,PI3,IL1RN,IL1B,KIT,IFNLR1,ICOSLG,FCAR,FASLG,VSIG4,LILRB4,LAIR1,CCL8,UMOD,NPY,IL6,IL18R1,TNF,IL10,GNLY,ADM,IL19
GO:0008284	Positive regulation of cell population proliferation	19	945	0.76	1.02	2.30e-07	9606.ENSP00000215781,9606.ENSP00000222271,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000371770,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	OSM,COMP,IL1B,EPHA1,KIT,FGF19,LTBP3,LEP,ICOSLG,THBS4,FN1,FASLG,FGFBP1,NPY,IL6,TNF,IL10,ADM,PGF
GO:0030335	Positive regulation of cell migration	15	529	0.91	1.21	2.30e-07	9606.ENSP00000002829,9606.ENSP00000222390,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000317272,9606.ENSP00000333769,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000371770,9606.ENSP00000378118,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451040	SEMA3F,HGF,MSTN,IL1B,EPHA1,KIT,MET,BSG,THBS4,FN1,FGFBP1,CCL8,IL6,TNF,PGF
GO:0045765	Regulation of angiogenesis	12	288	1.08	1.41	2.30e-07	9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	HGF,IL1B,EPHA1,LEP,THBS4,FASLG,HSPG2,IL6,TNF,IL10,ADM,PGF
GO:0048585	Negative regulation of response to stimulus	24	1612	0.63	0.86	2.41e-07	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000306864,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000361112,9606.ENSP00000363869,9606.ENSP00000375616,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000436607,9606.ENSP00000498879,9606.ENSP00000499459	SEMA3F,TNFRSF1A,FSTL3,PLAT,HGF,IL1RN,CCN3,MSTN,IL1B,VASN,WFIKKN2,LEP,MET,CHRDL1,VSIG4,LILRB4,NPY,IL6,TNF,IL10,CD200,ADM,CD59,IL19
GO:0006954	Inflammatory response	15	538	0.9	1.19	2.47e-07	9606.ENSP00000162749,9606.ENSP00000259206,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000341141,9606.ENSP00000346839,9606.ENSP00000352071,9606.ENSP00000363827,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607	TNFRSF1A,IL1RN,IL1B,KIT,SIGLEC1,FN1,CD163,HSPG2,CCL8,UMOD,IL6,IL18R1,TNF,IL10,ADM
GO:0019221	Cytokine-mediated signaling pathway	13	369	1.0	1.32	2.50e-07	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698	TNFRSF1A,OSM,IL1B,KIT,LEP,IFNLR1,LEPR,LILRB4,CCL8,UMOD,IL6,IL18R1,TNF
GO:0007167	Enzyme-linked receptor protein signaling pathway	16	641	0.85	1.13	2.70e-07	9606.ENSP00000220809,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000260950,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000301873,9606.ENSP00000308716,9606.ENSP00000311184,9606.ENSP00000317272,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000378058,9606.ENSP00000414378,9606.ENSP00000451040	PLAT,COMP,HGF,MSTN,EPHA1,KIT,FGF19,LTBP3,INHBC,WFIKKN2,MET,CHRDL1,FGFBP1,EFEMP1,EFNA4,PGF
GO:0001932	Regulation of protein phosphorylation	20	1108	0.71	0.95	3.40e-07	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451040	TNFRSF1A,OSM,HGF,FABP4,MSTN,IL1B,EPHA1,TNFRSF10B,KIT,FGF19,INHBC,LEP,LEPR,THBS4,FN1,PLXNB2,LILRB4,IL6,TNF,PGF
GO:0042325	Regulation of phosphorylation	21	1251	0.68	0.91	3.87e-07	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451040	TNFRSF1A,OSM,HGF,FABP4,MSTN,IL1B,EPHA1,TNFRSF10B,KIT,FGF19,INHBC,LEP,MET,LEPR,THBS4,FN1,PLXNB2,LILRB4,IL6,TNF,PGF
GO:0048513	Animal organ development	33	3246	0.46	0.66	5.36e-07	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000217386,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000295550,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000378058,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,TNFRSF1A,FSTL3,OXT,COMP,HGF,HS6ST1,CCN3,MSTN,KIT,FGF19,COL6A3,LTBP3,B4GAT1,LEP,MET,LEPR,BSG,FN1,PLXNB2,MFAP5,FASLG,CHRDL1,HSPG2,EFEMP1,UMOD,NPY,IL6,IL18R1,TNF,IL10,ADM,PGF
GO:0016477	Cell migration	18	903	0.76	0.99	5.40e-07	9606.ENSP00000002829,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000333769,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237	SEMA3F,PLAT,HGF,CCN3,MSTN,IL1B,KIT,FGF19,LEP,MET,BSG,THBS4,FN1,CCL8,UMOD,IL6,TNF,IL10
GO:0071345	Cellular response to cytokine stimulus	16	711	0.81	1.03	9.25e-07	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000256104,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000330393,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698	TNFRSF1A,OSM,FABP4,IL1B,KIT,LEP,IFNLR1,LEPR,FCAR,FASLG,LILRB4,CCL8,UMOD,IL6,IL18R1,TNF
GO:0042327	Positive regulation of phosphorylation	17	826	0.77	0.98	9.90e-07	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000339730,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451040	TNFRSF1A,OSM,HGF,MSTN,IL1B,EPHA1,TNFRSF10B,KIT,FGF19,INHBC,LEP,MET,LEPR,THBS4,IL6,TNF,PGF
GO:0044419	Biological process involved in interspecies interaction between organisms	22	1490	0.62	0.81	1.26e-06	9606.ENSP00000162749,9606.ENSP00000243924,9606.ENSP00000256104,9606.ENSP00000263341,9606.ENSP00000294312,9606.ENSP00000327824,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000341141,9606.ENSP00000346839,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000378118,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607	TNFRSF1A,PI3,FABP4,IL1B,FGF19,IFNLR1,BSG,ICOSLG,SIGLEC1,FN1,FCAR,FASLG,VSIG4,MOG,CCL8,UMOD,NPY,IL6,TNF,IL10,GNLY,ADM
GO:0032675	Regulation of interleukin-6 production	9	151	1.23	1.44	1.32e-06	9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000312652,9606.ENSP00000333769,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	HGF,IL1B,LEP,BSG,LILRB4,IL6,TNF,IL10,CD200
GO:0001817	Regulation of cytokine production	16	739	0.79	0.99	1.46e-06	9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000333769,9606.ENSP00000339477,9606.ENSP00000346839,9606.ENSP00000363869,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	OSM,HGF,IL1B,KIT,LEP,BSG,ICOSLG,FN1,VSIG4,MOG,LILRB4,IL6,IL18R1,TNF,IL10,CD200
GO:0051240	Positive regulation of multicellular organismal process	22	1505	0.62	0.81	1.46e-06	9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000375616,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298,9606.ENSP00000436607,9606.ENSP00000451040	OSM,OXT,PLAT,HGF,FABP4,IL1B,EPHA1,KIT,LEP,LEPR,BSG,FN1,PLXNB2,LILRB4,NPY,IL6,IL18R1,TNF,IL10,CD200,ADM,PGF
GO:0009967	Positive regulation of signal transduction	22	1525	0.61	0.79	1.79e-06	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000371770,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000499459	TNFRSF1A,OSM,HGF,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,INHBC,LEP,MET,FN1,FASLG,FGFBP1,CCL8,NPY,IL6,IL18R1,TNF,IL10,IL19
GO:0010647	Positive regulation of cell communication	23	1693	0.59	0.76	2.19e-06	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000371770,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000499459	TNFRSF1A,OSM,OXT,HGF,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,INHBC,LEP,MET,FN1,FASLG,FGFBP1,CCL8,NPY,IL6,IL18R1,TNF,IL10,IL19
GO:0023056	Positive regulation of signaling	23	1698	0.59	0.76	2.27e-06	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000371770,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000499459	TNFRSF1A,OSM,OXT,HGF,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,INHBC,LEP,MET,FN1,FASLG,FGFBP1,CCL8,NPY,IL6,IL18R1,TNF,IL10,IL19
GO:0009617	Response to bacterium	15	663	0.81	0.99	2.39e-06	9606.ENSP00000162749,9606.ENSP00000243924,9606.ENSP00000256104,9606.ENSP00000263341,9606.ENSP00000294312,9606.ENSP00000339477,9606.ENSP00000347714,9606.ENSP00000356694,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436423,9606.ENSP00000436607	TNFRSF1A,PI3,FABP4,IL1B,FGF19,ICOSLG,FCAR,FASLG,UMOD,NPY,IL6,TNF,IL10,GNLY,ADM
GO:0010646	Regulation of cell communication	32	3355	0.44	0.6	4.00e-06	9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000306864,9606.ENSP00000307508,9606.ENSP00000308716,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000499459	TNFRSF1A,FSTL3,OSM,OXT,PLAT,HGF,IL1RN,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,VASN,CALB2,INHBC,WFIKKN2,LEP,MET,FN1,FASLG,CHRDL1,FGFBP1,LILRB4,CCL8,NPY,IL6,IL18R1,TNF,IL10,ADM,IL19
GO:0023051	Regulation of signaling	32	3367	0.43	0.6	4.30e-06	9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000220809,9606.ENSP00000222390,9606.ENSP00000259206,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000306864,9606.ENSP00000307508,9606.ENSP00000308716,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000346839,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000371770,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000499459	TNFRSF1A,FSTL3,OSM,OXT,PLAT,HGF,IL1RN,CCN3,MSTN,IL1B,TNFRSF10B,KIT,FGF19,VASN,CALB2,INHBC,WFIKKN2,LEP,MET,FN1,FASLG,CHRDL1,FGFBP1,LILRB4,CCL8,NPY,IL6,IL18R1,TNF,IL10,ADM,IL19
GO:0048856	Anatomical structure development	40	5117	0.35	0.52	4.82e-06	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000217386,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000259241,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000295550,9606.ENSP00000301873,9606.ENSP00000309096,9606.ENSP00000311184,9606.ENSP00000312652,9606.ENSP00000317272,9606.ENSP00000330393,9606.ENSP00000333769,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352455,9606.ENSP00000356694,9606.ENSP00000361112,9606.ENSP00000363827,9606.ENSP00000366091,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000379438,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000387211,9606.ENSP00000398698,9606.ENSP00000405577,9606.ENSP00000412237,9606.ENSP00000414378,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,TNFRSF1A,FSTL3,OXT,COMP,HGF,HS6ST1,CCN3,MSTN,IL1B,EPHA1,KIT,FGF19,COL6A3,LTBP3,B4GAT1,WFIKKN2,LEP,MET,LEPR,BSG,FN1,PLXNB2,MFAP5,FASLG,CHRDL1,HSPG2,MOG,LILRB4,EFEMP1,UMOD,NPY,IL6,IL18R1,TNF,CLMP,IL10,EFNA4,ADM,PGF
GO:0050793	Regulation of developmental process	27	2492	0.49	0.64	6.84e-06	9606.ENSP00000002829,9606.ENSP00000162749,9606.ENSP00000166139,9606.ENSP00000215781,9606.ENSP00000217386,9606.ENSP00000222271,9606.ENSP00000222390,9606.ENSP00000259526,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000301873,9606.ENSP00000306864,9606.ENSP00000312652,9606.ENSP00000339730,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000356694,9606.ENSP00000363827,9606.ENSP00000375616,9606.ENSP00000378058,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000436607,9606.ENSP00000451040	SEMA3F,TNFRSF1A,FSTL3,OSM,OXT,COMP,HGF,CCN3,MSTN,IL1B,EPHA1,KIT,LTBP3,VASN,LEP,THBS4,FN1,PLXNB2,FASLG,HSPG2,LILRB4,EFEMP1,IL6,TNF,IL10,ADM,PGF
GO:0007155	Cell adhesion	17	965	0.7	0.84	6.91e-06	9606.ENSP00000222271,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000275815,9606.ENSP00000288135,9606.ENSP00000295550,9606.ENSP00000312652,9606.ENSP00000333769,9606.ENSP00000339730,9606.ENSP00000341141,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000356791,9606.ENSP00000366091,9606.ENSP00000379438,9606.ENSP00000398698,9606.ENSP00000420298	COMP,CCN3,IL1B,EPHA1,KIT,COL6A3,LEP,BSG,THBS4,SIGLEC1,FN1,PLXNB2,DPT,MOG,UMOD,TNF,CD200
GO:0001934	Positive regulation of protein phosphorylation	15	747	0.76	0.88	9.67e-06	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000260950,9606.ENSP00000263341,9606.ENSP00000276431,9606.ENSP00000288135,9606.ENSP00000294312,9606.ENSP00000308716,9606.ENSP00000312652,9606.ENSP00000330393,9606.ENSP00000339730,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451040	TNFRSF1A,OSM,HGF,MSTN,IL1B,TNFRSF10B,KIT,FGF19,INHBC,LEP,LEPR,THBS4,IL6,TNF,PGF
GO:0031347	Regulation of defense response	14	638	0.8	0.92	9.89e-06	9606.ENSP00000162749,9606.ENSP00000215781,9606.ENSP00000222390,9606.ENSP00000256104,9606.ENSP00000259526,9606.ENSP00000263341,9606.ENSP00000312652,9606.ENSP00000327824,9606.ENSP00000363869,9606.ENSP00000384364,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000420298	TNFRSF1A,OSM,HGF,FABP4,CCN3,IL1B,LEP,IFNLR1,VSIG4,NPY,IL6,TNF,IL10,CD200
GO:0070663	Regulation of leukocyte proliferation	10	271	1.02	1.12	1.00e-05	9606.ENSP00000263341,9606.ENSP00000288135,9606.ENSP00000312652,9606.ENSP00000339477,9606.ENSP00000363869,9606.ENSP00000375616,9606.ENSP00000378118,9606.ENSP00000385675,9606.ENSP00000412237,9606.ENSP00000478699	IL1B,KIT,LEP,ICOSLG,VSIG4,LILRB4,CCL8,IL6,IL10,TNFRSF9
